id,ground_truth,question_type,complexity,raw_ocr_text,proc_ocr_text,raw_correct,proc_correct,raw_time,proc_time
153,690,table/list,simple,"Missouri Food Donation Program Page 8
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program

(2) (2) (3) (4) (5)
No. No. Col. No. No. 6 Col.

Henry 19,000 1,013

Johnson 34,500 : 690

Lafayette 26 ,800 887

Miller 14,700 965

Moniteau 10,500

Morgan 9,800 696

Pettis 32,500

Saline 26 ,000

Footnotes:

(2) Estimates by the Bureau of the Census, 1966.
(2) OEO Community Profile Data, 1966.

(3) MASW Estimate of Persons in Poverty, 1970.

(4) Missouri Division of Welfare, Monthly Report, November, 1969.

(5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.

(6) Missouri Division of Welfare, Monthly Report, November, 1969.

 

ource: https:/Awww.industrydocuments.ucsf.edu/docs/jjvg0227
","Missouri Food Donation Program Page 8
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program
(1) (2) (3) (4) (5)
No. No. Col. No. No. » Col.
Henry 19,000 1,013
Johnson 34,500 . 690
Lafayette 26 ,800 887
Miller 34, 700 9 965
Moniteau 10,500
Morgan 9,800
Pettis 32 5500

Saline 26 ,000

Footnotes:

(2) Estimates by the Bureau of the Census, 1966.
(2) OEO Community Profile Data, 1966.

(3) MASW Estimate of Persons in Poverty, 1970.

(4) Missouri Division of Welfere, Monthly Report, November, 1969.

(5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.

(6) Missouri Division of Welfare, Monthly Report, November, 1969.

 
",True,True,4.47,3.32
154,INTER-OFFICE CORRESPONDENCE,layout,simple,"ant

PHILIP MORRIS. U.S.A.
INTER-OFFICE. CORRESPONDENCE
Richmond, Virginia

To: -Dr. Richard Carchman Date: May. 9, 1990

From: -Maria Shulleeta

Subject: .Prospective Alternate Preservatives.List for Phase I Screening

After examining pertinant literature and discussing with knowledgeable PMI personnel the
company’s continuing need for an alternate preservative for the RL process., a number of
compounds have been identified for screening in:Phase I preservative assays. Some of these:
compounds:are. known tobacco constituents whose structures are similiar to other compounds.
which have demonstrated significant antimicrobial activity in our assays. Other compounds on:
the proposed list are.essential oils or essential oil components which.are known to have
antimicrobial activity in other test systems. The-prospective test compounds are listed below
with their CAS numbers (where known).. Please comment on the acceptability of the use of
these compounds in our processes.. It is important to consider that any compound that is would
have to be:effective (complete inhibition of bacterial growth for 24 hours) at low dose:(<300:
g/ml) in Phase I screening before subsequent testing in the Phase III fermentor-scale.assay or
subjective screening would be suggested. Inevaluating the listed compounds, please indicate.a

 

 

 

 

 

 

priority for screening by rating the compounds for acceptability (e.g., very acceptable Mono
Lo \ compounds. would be rated ""1"" and consequently tested first). Gece
% ABE
Compound ‘AS number
KTECS MONO sapeeasiiene AAS
Sclareol 515-03-7 . .
—_ Sclaréolide  564-20-5 vS e
en ee eo ae
“9 phenylethyi valerate 7460-74-47 a“
W5pR UTECS “Mone o. Phenyl acetic acid a a 103-82-2 eo by et
recs ___Abietic acid E4103 ti
ee Xanthophyl tS _
RTECS. Suoe Basil oil 7 ~8015- -73- 40
 Rtecs oro: Bay oil oe $OO-I€- e
“spe erecs mowo Cuminoil 8014-13-97 &
Recs Monio. Lemongrass oil — 8007-02-14 BD
Weve erecs tiomg Carawayoil ~ 8000-42-68 4 N
TDR RTECS Mono Orange oil “goor-§ 1-9 a
tewe Oakmoss oil _ 9000- 50-4 f oe on)
_ bnece owe > Phenylacetaldehyde _ 122 Y a
©
","ane

PHILIP MORRIS. U. S..A.
INTER-OFFICE CORRESPONDENCE

Richmond, Virginia

To: .Dr. Richard Carchman Date: May 9, 1990
From: -Maria Shulleeta

Subject: Prospective Alternate Preservatives.List for Phase I Screening

After examining pertinant literature and discussing with knowledgeable PMI personnel the
company’s continuing need for an alternate preservative for the RL process , a number of
compounds have been identified for screening in Phase I preservative assays. Some of these
compounds are known tobacco constituents whose structures are similiar to other compounds
which have demonstrated significant antimicrobial activity in our assays. Other compounds on
the proposedilist are essential oils or essential oil components which are known to have
antimicrobial activity in other test systems. The prospective test compounds are listed below
with their CAS numbers (where known). Please comment on the acceptability. of the use of
these compounds in our processes. It is important to consider that any compound that is would
have to be effective (complete inhibition of bacterial growth for 24 hours) at low dose (<300
pg/ml) in Phase I screening before subsequent testing in the Phase II fermentor-scale assay or
subjective screening would be suggested. In evaluating the listed compounds, please indicate a

 

 

 

 

priority for screening by rating the compounds for acceptability (e.g., very acceptable Mono
J. compounds would be rated ""1"" and consequently tested first). Orcs
¢ HDB.
Compound CAS number
izecs ow Caryophyllene 87-44-5  v
‘Sclareol ~ 515-03-7 : .
Stati Bea
woe FieCe Fumarie Acid HHOBRD OTS VINE 4
“oe 2-phenylethyl valerate 7460-74-4 ~“ bo
Spb UTECS “MoNe_ Phenyl acetic acid . _ -103-82+ 2 ber eh
meee ~“Abietic acid : __ ""514-10-3 4 t'
Te ~~ Xanthophyil 1QTe wo- “2 _
tees Meio Basiloil = 8015-73-4 Yo
“Rrecs mono Bay oil oe OCC
lepe__Prece mona Cumin oi s01413-9 7 3
recs oxo Lemongrass oil — 8007-021 /— wD
eke FTeCS kava Caraway oi : - 8000-42-84 N
Uede 2 RTECS. Moyo Orange oil OOE- 5 1-F on
~ taco Oakmoss oil _ 9000- 50-4 S _ for)
~ prpes ono Phenylacetaldehyde — 122-781 2
©

 

SCUTCE! TIps Vel stpydocdr er ts UeShedd Goes Le yuoe ¢
",False,True,6.719,8.468
155,"Hartsville , TN",form,medium,"Attachment 2

Effective Date %.- 2¥- Joo (

RJRT’s Authorized Agent and Point of Delivery

 

1. RJRT Authorized Agent: & one

HOLDER'S BURLEY
EXCHANGE, L.L.C.
314 East Main Street
2. Point of Delivery: | Hartsville, TN 37074

Grower:

RJRT Representative:

 

Page 10 of 12

ZLB6 TS8ETS
","Attachment 2

Effective Date 3... 2¥- foo (

RJRT’s Authorized Agent and Point of Delivery

 

1. RURT Authorized Agent: . w dns
| HOLDER'S BURLEY
bo EXCHANGE, L.L.C.
| 314 East Main Street

2. Point of Delivery: | Hartsville, TN 37074

|

Grower:

RJRT Representative:

 

Page 10 of 12

cLb6 TSETS
",False,False,1.122,1.065
156,21.0,table/list,simple,"Missouri Food Donation Program Page 8
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program

(2) (2) (3) (4) (5)
No. No. Col. No. No. 6 Col.

Henry 19,000 1,013

Johnson 34,500 : 690

Lafayette 26 ,800 887

Miller 14,700 965

Moniteau 10,500

Morgan 9,800 696

Pettis 32,500

Saline 26 ,000

Footnotes:

(2) Estimates by the Bureau of the Census, 1966.
(2) OEO Community Profile Data, 1966.

(3) MASW Estimate of Persons in Poverty, 1970.

(4) Missouri Division of Welfare, Monthly Report, November, 1969.

(5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.

(6) Missouri Division of Welfare, Monthly Report, November, 1969.

 

ource: https:/Awww.industrydocuments.ucsf.edu/docs/jjvg0227
","Missouri Food Donation Program Page 8
By MASW Divisions and Counties January, 1970

COUNTY Population Families Estimated Participants In Public Public Assistance
In Population Food Donation Assistance Participants In Food
Poverty In Poverty Program Recipients Donation Program
(1) (2) (3) (4) (5)
No. No. Col. No. No. » Col.
Henry 19,000 1,013
Johnson 34,500 . 690
Lafayette 26 ,800 887
Miller 34, 700 9 965
Moniteau 10,500
Morgan 9,800
Pettis 32 5500

Saline 26 ,000

Footnotes:

(2) Estimates by the Bureau of the Census, 1966.
(2) OEO Community Profile Data, 1966.

(3) MASW Estimate of Persons in Poverty, 1970.

(4) Missouri Division of Welfere, Monthly Report, November, 1969.

(5) Missouri Division of Welfare, Monthly Administrative Analysis, October, 1969.

(6) Missouri Division of Welfare, Monthly Report, November, 1969.

 
",False,False,3.049,2.572
157,Maria Shulleeta,form,simple,"ant

PHILIP MORRIS. U.S.A.
INTER-OFFICE. CORRESPONDENCE
Richmond, Virginia

To: -Dr. Richard Carchman Date: May. 9, 1990

From: -Maria Shulleeta

Subject: .Prospective Alternate Preservatives.List for Phase I Screening

After examining pertinant literature and discussing with knowledgeable PMI personnel the
company’s continuing need for an alternate preservative for the RL process., a number of
compounds have been identified for screening in:Phase I preservative assays. Some of these:
compounds:are. known tobacco constituents whose structures are similiar to other compounds.
which have demonstrated significant antimicrobial activity in our assays. Other compounds on:
the proposed list are.essential oils or essential oil components which.are known to have
antimicrobial activity in other test systems. The-prospective test compounds are listed below
with their CAS numbers (where known).. Please comment on the acceptability of the use of
these compounds in our processes.. It is important to consider that any compound that is would
have to be:effective (complete inhibition of bacterial growth for 24 hours) at low dose:(<300:
g/ml) in Phase I screening before subsequent testing in the Phase III fermentor-scale.assay or
subjective screening would be suggested. Inevaluating the listed compounds, please indicate.a

 

 

 

 

 

 

priority for screening by rating the compounds for acceptability (e.g., very acceptable Mono
Lo \ compounds. would be rated ""1"" and consequently tested first). Gece
% ABE
Compound ‘AS number
KTECS MONO sapeeasiiene AAS
Sclareol 515-03-7 . .
—_ Sclaréolide  564-20-5 vS e
en ee eo ae
“9 phenylethyi valerate 7460-74-47 a“
W5pR UTECS “Mone o. Phenyl acetic acid a a 103-82-2 eo by et
recs ___Abietic acid E4103 ti
ee Xanthophyl tS _
RTECS. Suoe Basil oil 7 ~8015- -73- 40
 Rtecs oro: Bay oil oe $OO-I€- e
“spe erecs mowo Cuminoil 8014-13-97 &
Recs Monio. Lemongrass oil — 8007-02-14 BD
Weve erecs tiomg Carawayoil ~ 8000-42-68 4 N
TDR RTECS Mono Orange oil “goor-§ 1-9 a
tewe Oakmoss oil _ 9000- 50-4 f oe on)
_ bnece owe > Phenylacetaldehyde _ 122 Y a
©
","ane

PHILIP MORRIS. U. S..A.
INTER-OFFICE CORRESPONDENCE

Richmond, Virginia

To: .Dr. Richard Carchman Date: May 9, 1990
From: -Maria Shulleeta

Subject: Prospective Alternate Preservatives.List for Phase I Screening

After examining pertinant literature and discussing with knowledgeable PMI personnel the
company’s continuing need for an alternate preservative for the RL process , a number of
compounds have been identified for screening in Phase I preservative assays. Some of these
compounds are known tobacco constituents whose structures are similiar to other compounds
which have demonstrated significant antimicrobial activity in our assays. Other compounds on
the proposedilist are essential oils or essential oil components which are known to have
antimicrobial activity in other test systems. The prospective test compounds are listed below
with their CAS numbers (where known). Please comment on the acceptability. of the use of
these compounds in our processes. It is important to consider that any compound that is would
have to be effective (complete inhibition of bacterial growth for 24 hours) at low dose (<300
pg/ml) in Phase I screening before subsequent testing in the Phase II fermentor-scale assay or
subjective screening would be suggested. In evaluating the listed compounds, please indicate a

 

 

 

 

priority for screening by rating the compounds for acceptability (e.g., very acceptable Mono
J. compounds would be rated ""1"" and consequently tested first). Orcs
¢ HDB.
Compound CAS number
izecs ow Caryophyllene 87-44-5  v
‘Sclareol ~ 515-03-7 : .
Stati Bea
woe FieCe Fumarie Acid HHOBRD OTS VINE 4
“oe 2-phenylethyl valerate 7460-74-4 ~“ bo
Spb UTECS “MoNe_ Phenyl acetic acid . _ -103-82+ 2 ber eh
meee ~“Abietic acid : __ ""514-10-3 4 t'
Te ~~ Xanthophyil 1QTe wo- “2 _
tees Meio Basiloil = 8015-73-4 Yo
“Rrecs mono Bay oil oe OCC
lepe__Prece mona Cumin oi s01413-9 7 3
recs oxo Lemongrass oil — 8007-021 /— wD
eke FTeCS kava Caraway oi : - 8000-42-84 N
Uede 2 RTECS. Moyo Orange oil OOE- 5 1-F on
~ taco Oakmoss oil _ 9000- 50-4 S _ for)
~ prpes ono Phenylacetaldehyde — 122-781 2
©

 

SCUTCE! TIps Vel stpydocdr er ts UeShedd Goes Le yuoe ¢
",True,True,8.79,6.727
158,- 2 -,layout,medium,"a

IV.

3:15

INTER AND INTRA

A.

B.

c.

dD.

E.

NIEHS

DA

NCTA seo

UOFA

Canada

me

FEDERAL COVERNMENT COORDINATION

SS TT UV UV UV. 11 It

~~,
Siren see:
oii

.

YOUCUTTeT ts. Us! COU UOCS/ CVIDUZ Ze
","-2-

IV. INTER AND INTRA FEDEPAL COVEPHNENT COORDINATION

A. NIEHS

B. ODA

c.

D.

 
",False,False,2.43,1.243
159,inter and intra federal government coordination,layout,medium,"a

IV.

3:15

INTER AND INTRA

A.

B.

c.

dD.

E.

NIEHS

DA

NCTA seo

UOFA

Canada

me

FEDERAL COVERNMENT COORDINATION

SS TT UV UV UV. 11 It

~~,
Siren see:
oii

.

YOUCUTTeT ts. Us! COU UOCS/ CVIDUZ Ze
","-2-

IV. INTER AND INTRA FEDEPAL COVEPHNENT COORDINATION

A. NIEHS

B. ODA

c.

D.

 
",False,False,1.62,0.732
160,charles d. nesbit,table/list,medium,"9:53 to

10:08 a.m.

10:09 to

10:59 a.m.

10:59 to

11:14 a.m.

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr.
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit,
IARW Chairman

“Opening Remarks”
Charles D. Nesbit, IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot, Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow’s Person Today”
Dr. Gunther Klaus, Managing
Director, Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chair-
man of the Board, BFS Psycho-
logical Associates, Inc., New
York City

Questions and Answers

 
","9:53 to

10:08 a.m.

10:09 to
10:59 a.m

10:59 to
11:14am

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit.
IARW Chairman

“Opening Remarks”
Charles D. Nesbit. IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot. Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow's Person Today”
Dr. Gunther Kiaus. Managing
Director. Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chatr-
man of the Board. BFS Psycho-
logical Associates. Inc.. New
York City

Questions and Answers

 
",True,True,2.311,2.262
161,the organizing committee,layout,medium,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",True,True,1.539,1.315
162,international union of nutritional sciences,layout,medium,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",False,False,2.449,2.286
163,8:15 to 8:56 a.m.,table/list,medium,"9:53 to

10:08 a.m.

10:09 to

10:59 a.m.

10:59 to

11:14 a.m.

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr.
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit,
IARW Chairman

“Opening Remarks”
Charles D. Nesbit, IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot, Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow’s Person Today”
Dr. Gunther Klaus, Managing
Director, Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chair-
man of the Board, BFS Psycho-
logical Associates, Inc., New
York City

Questions and Answers

 
","9:53 to

10:08 a.m.

10:09 to
10:59 a.m

10:59 to
11:14am

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit.
IARW Chairman

“Opening Remarks”
Charles D. Nesbit. IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot. Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow's Person Today”
Dr. Gunther Kiaus. Managing
Director. Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chatr-
man of the Board. BFS Psycho-
logical Associates. Inc.. New
York City

Questions and Answers

 
",False,False,2.317,2.19
164,"september 3 to 9, 1972",layout,medium,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",True,True,1.547,1.307
165,charles d. nesbit,table/list,medium,"9:53 to

10:08 a.m.

10:09 to

10:59 a.m.

10:59 to

11:14 a.m.

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr.
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit,
IARW Chairman

“Opening Remarks”
Charles D. Nesbit, IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot, Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow’s Person Today”
Dr. Gunther Klaus, Managing
Director, Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chair-
man of the Board, BFS Psycho-
logical Associates, Inc., New
York City

Questions and Answers

 
","9:53 to

10:08 a.m.

10:09 to
10:59 a.m

10:59 to
11:14am

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit.
IARW Chairman

“Opening Remarks”
Charles D. Nesbit. IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot. Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow's Person Today”
Dr. Gunther Kiaus. Managing
Director. Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chatr-
man of the Board. BFS Psycho-
logical Associates. Inc.. New
York City

Questions and Answers

 
",True,True,2.354,3.668
166,international congress of nutrition,layout,medium,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",False,False,1.931,1.325
167,mexican government,layout,simple,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",True,True,1.481,1.303
168,questions and answers,table/list,medium,"9:53 to

10:08 a.m.

10:09 to

10:59 a.m.

10:59 to

11:14 a.m.

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr.
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit,
IARW Chairman

“Opening Remarks”
Charles D. Nesbit, IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot, Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow’s Person Today”
Dr. Gunther Klaus, Managing
Director, Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chair-
man of the Board, BFS Psycho-
logical Associates, Inc., New
York City

Questions and Answers

 
","9:53 to

10:08 a.m.

10:09 to
10:59 a.m

10:59 to
11:14am

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit.
IARW Chairman

“Opening Remarks”
Charles D. Nesbit. IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot. Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow's Person Today”
Dr. Gunther Kiaus. Managing
Director. Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chatr-
man of the Board. BFS Psycho-
logical Associates. Inc.. New
York City

Questions and Answers

 
",True,True,2.397,2.17
169,"english, french and spanish",form,medium,"The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(IUNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of
symposia and colloquia, by invitation and
short communications. In the symposia,
particular attention will be given to the
nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
","The Organizing Committee
is honored to invite you to participate
in the

sponsored by the
Mexican Government
and the
International Union of
Nutritional Sciences
(UNS)
which will take place in the
CONGRESS UNIT of the CENTRO
MEDICO NACIONAL in Mexico City

from September 3 to 9, 1972.

The Congress will essentially consist of

symposia and colloquia, by invitation and

short communications. In the symposia,

particular attention will be given to the

nutritional problems of underdeveloped
human groups.

Official Languages: English, French and
Spanish

 
",False,False,2.294,2.276
170,questions and answers,table/list,medium,"9:53 to

10:08 a.m.

10:09 to

10:59 a.m.

10:59 to

11:14 a.m.

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr.
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit,
IARW Chairman

“Opening Remarks”
Charles D. Nesbit, IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot, Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow’s Person Today”
Dr. Gunther Klaus, Managing
Director, Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chair-
man of the Board, BFS Psycho-
logical Associates, Inc., New
York City

Questions and Answers

 
","9:53 to

10:08 a.m.

10:09 to
10:59 a.m

10:59 to
11:14am

MONDAY, MAY 15

Exhibits Open
Capt. Jack Stoney Room

OPENING GENERAL SESSION
Leamington Hall

(Ladies are invited to hear Dr
Klaus and Dr. Feinberg)

Presiding: Charles D. Nesbit.
IARW Chairman

“Opening Remarks”
Charles D. Nesbit. IARW Chair-
man

Report of IARW Nominating Com-
mittee
James G. Talbot. Chairman

Report of TRRF Nominating Com-
mittee
Willis S. McLeese, Chairman

“Be Tomorrow's Person Today”
Dr. Gunther Kiaus. Managing
Director. Institute for Advanced
Planning, Beverly Hills, Califor-
nia

Questions and Answers

“People Are Your Future. For
Good or Ill, You and Your Com-
pany Depend on Their Wisdom,
Their Motivation and Their
Energy”
Dr. Mortimer R. Feinberg, Chatr-
man of the Board. BFS Psycho-
logical Associates. Inc.. New
York City

Questions and Answers

 
",True,True,2.546,2.21
